v_products_model,v_products_image,v_products_name_1,v_products_description_1,v_products_url_1,v_specials_price,v_specials_last_modified,v_specials_expires_date,v_products_price,v_products_weight,v_last_modified,v_date_added,v_products_quantity,v_manufacturers_name,v_categories_name_1,v_categories_name_2,v_categories_name_3,v_categories_name_4,v_categories_name_5,v_categories_name_6,v_categories_name_7,v_tax_class_title,v_status,v_metatags_products_name_status,v_metatags_title_status,v_metatags_model_status,v_metatags_price_status,v_metatags_title_tagline_status,v_metatags_title_1,v_metatags_keywords_1,v_metatags_description_1
Clubwear Top 001,sexylingerie-us/sexylingerie/25001.jpg,Two Rhinestone Heart Halter Top,"Product Name: <strong>Two Rhinestone Heart Halter Top</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Two Rhinestone Heart Halter Top.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0,,,
Clubwear Top 002,sexylingerie-us/sexylingerie/25002.jpg,Womens Lace-up Ruffle Top,"Product Name: <strong>Womens Lace-up Ruffle Top</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: 93% Polyester 7% Elastan<br>
Feature: Stylish sensation! This lace-up ruffle top is an absolute must have for every fashionista. This sexy top features a halter style silhouette with plunging neckline, open back and figure firming bodice that ends in double stitched stay put straight hem. Wide double ruffle detail around the neckline meets pleated gathered fabric and a corset inspired front lacing that draws the eye to where you want it most. Durably made from high quality polyester elastan.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0,,,
Clubwear Top 003,sexylingerie-us/sexylingerie/25003.jpg,Double Halter Clubwear Top with Sequin,"Product Name: <strong>Double Halter Clubwear Top with Sequin</strong><br>
Colors: Purple<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Double Halter Clubwear Top with Sequin.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0,,,
Clubwear Top 004,sexylingerie-us/sexylingerie/25004.jpg,Diamond Strap Clubwear Top,"Product Name: <strong>Diamond Strap Clubwear Top</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Diamond Strap Clubwear Top.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0,,,
Clubwear Top 005,sexylingerie-us/sexylingerie/25005.jpg,Getting Ripped Clubwear Tops,"Product Name: <strong>Getting Ripped Clubwear Tops</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Getting Ripped Clubwear Tops.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0,,,
Clubwear Top 006,sexylingerie-us/sexylingerie/25006.jpg,Sexy Cutout Clubwear Tops,"Product Name: <strong>Sexy Cutout Clubwear Tops</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Cutout Clubwear Tops.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0,,,
Clubwear Top 007,sexylingerie-us/sexylingerie/25007.jpg,Bordeaux Halter Top with Big Crystal,"Product Name: <strong>Bordeaux Halter Top with Big Crystal</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Bordeaux Halter Top With Big Crystal.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0,,,
Clubwear Top 008,sexylingerie-us/sexylingerie/25009.jpg,Sequin Slit Panel Keyhole Halter Top,"Product Name: <strong>Sequin Slit Panel Keyhole Halter Top</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Sequin slit panel keyhole halter top has a drawstring tie back neckline and wide waistband.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0,,,
Clubwear Top 009,sexylingerie-us/sexylingerie/25010.jpg,Zipper Neckline and Long Sleeve Top,"Product Name: <strong>Zipper Neckline and Long Sleeve Top</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Straight neckline with working zipper trim detail, and full fitted long sleeve top.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0,,,
Clubwear Top 010,sexylingerie-us/sexylingerie/25011-2.jpg,Sexy One Shoulder Pleated Cut Out Top,"Product Name: <strong>Sexy One Shoulder Pleated Cut Out Top</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Sexy one shoulder pleated cut out top with bead accents.
",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0,,,
Clubwear Top 011,sexylingerie-us/sexylingerie/25011-3.jpg,Sexy One Shoulder Pleated Cut Out Top Pink,"Product Name: <strong>Sexy One Shoulder Pleated Cut Out Top Pink</strong><br>
Colors: Pink<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Sexy one shoulder pleated cut out top with bead accents.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0,,,
Clubwear Top 012,sexylingerie-us/sexylingerie/25012.jpg,Cowl Neck Mini Dress Dark Green,"Product Name: <strong>Cowl Neck Mini Dress Dark Green</strong><br>
Colors: Dark Green<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Cowl neck mini dress has a straight hemline and rhinestone criss corss back.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0,,,
Clubwear Top 013,sexylingerie-us/sexylingerie/25013.jpg,One Shoulder Top with Silver Sequin Belt,"Product Name: <strong>One Shoulder Top with Silver Sequin Belt</strong><br>
Colors: Black/Silver<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: One shoulder top with silver sequin rhinestone bluckle belt.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0,,,
Clubwear Top 014,sexylingerie-us/sexylingerie/25014.jpg,Sexy One Shoulder Pleated Cut Out Top,"Product Name: <strong>Sexy One Shoulder Pleated Cut Out Top</strong><br>
Colors: Leopard<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Sexy one shoulder pleated cut out top with bead accents.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0,,,
Clubwear Top 015,sexylingerie-us/sexylingerie/25015.jpg,Womens Strapless Tube Top,"Product Name: <strong>Womens Strapless Tube Top</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Strapless tube top base with sequin net wide shoulder and sequin net bow tie bodice.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0,,,
Clubwear Top 016,sexylingerie-us/sexylingerie/25016.jpg,Halter Neckline Clubwear Top with Open Back,"Product Name: <strong>Halter Neckline Clubwear Top with Open Back</strong><br>
Colors: Black/White<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Ooh La La! This sexy little number is sure to turn a few heads featuring a classic, halter style silhouette with hooded cowl neckline, open back and shirred, thick vinyl waistband.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0
Clubwear Top 017,sexylingerie-us/sexylingerie/25017.jpg,Off the Shoulder Ruffle Neckline Pleated Drape Top,"Product Name: <strong>Off the Shoulder Ruffle Neckline Pleated Drape Top</strong><br>
Colors: Purple<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Off the shoulder ruffle neckline pleated drape top with double scrunch details and ruffle hemline.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0
Clubwear Top 018,sexylingerie-us/sexylingerie/25018.jpg,Plunging Neckline Top with Waistband and Criss Cross Back,"Product Name: <strong>Plunging Neckline Top with Waistband and Criss Cross Back</strong><br>
Colors: Yellow<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Plunging neckline top has a gathered empire waistband and has criss cross back.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0
Clubwear Top 019,sexylingerie-us/sexylingerie/25019.jpg,Striped One Shoulder Tie Around Top,"Product Name: <strong>Striped One Shoulder Tie Around Top</strong><br>
Colors: Black/White<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Striped one shoulder tie around top.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0
Clubwear Top 020,sexylingerie-us/sexylingerie/25020.jpg,One Shoulder Cut Out Gathered Drape Top,"Product Name: <strong>One Shoulder Cut Out Gathered Drape Top</strong><br>
Colors: Light Green<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: One shoulder cut out gathered drape top.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0
Clubwear Top 021,sexylingerie-us/sexylingerie/25021.jpg,Plunging Cowl Neckline Low V Back with Spaghetti Strap Top,"Product Name: <strong>Plunging Cowl Neckline Low V Back with Spaghetti Strap Top</strong><br>
Colors: Purple<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Plunging cowl neckline low v back two tone spaghetti strap top.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0
Clubwear Top 022,sexylingerie-us/sexylingerie/25022.jpg,Halter Top with Deep Plunging Nickling,"Product Name: <strong>Halter Top with Deep Plunging Nickling</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Halter style top with deep plunging neckline, open back and fully shirred bodice.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0
Clubwear Top 023,sexylingerie-us/sexylingerie/25023.jpg,Stretch Foil Top with Side Cut and Metallic,"Product Name: <strong>Stretch Foil Top with Side Cut and Metallic</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Stretch foil top with side cut and metallic detail.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0
Clubwear Top 024,sexylingerie-us/sexylingerie/25024.jpg,Sexy One Shouldered Bucked Top,"Product Name: <strong>Sexy One Shouldered Bucked Top</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: sexy one shouldered bucked top with bottom hugging hemline.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0
Clubwear Top 025,sexylingerie-us/sexylingerie/25025.jpg,One Shoulder Vinyl Trimmed Neckline,"Product Name: <strong>One Shoulder Vinyl Trimmed Neckline</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: 65%polyester+35%rayon<br>
Feature: Channel your inner punk rock princess in this glamorous top featuring a trendy, one-shoulder silhouette with vinyl trimmed neckline, billowing bodice and vinyl scrunch waistline that flatters any figure.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0
Clubwear Top 026,sexylingerie-us/sexylingerie/25026.jpg,Sexy V Tank Top Around Caterpillar Shirring,"Product Name: <strong>Sexy V Tank Top Around Caterpillar Shirring</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: 93%polyester 7%elastan<br>
Feature: Fabulous fashion meets figure flatter! This must have tank top is perfect for any body type featuring a classic, sleeveless silhouette with sexy V front neckline and all around caterpillar shirring.

",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0
Clubwear Top 027,sexylingerie-us/sexylingerie/25028-3.jpg,Sexy Ruffle Halter Clubwear Top,"Product Name: <strong>Sexy Ruffle Halter Clubwear Top</strong><br>
Colors: Purple<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Ultra chic and oh so sexy! This stylish top is sure to work on any figure. Featuring a halter style silhouette, with tie back, plunging neckline and alluring layered ruffle bodice with flattering, straight hemline. Durably made from polyester/elastan blend.",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0
Clubwear Top 028,sexylingerie-us/sexylingerie/25029.jpg,Attached Chain Necklace Sleeveless Plunging Neckline Top,"Product Name: <strong>Attached Chain Necklace Sleeveless Plunging Neckline Top</strong><br>
Colors: Purple<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Attached chain necklace sleeveless plunging neckline top with double stitched hemline.",,28,,,48,,,,488,,Clubwear Top,,,,,,,--none--,1,0,1,0,1,0
